Program,Year,Period,Week Ending,Geo Level,State_name,State,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%),Value_analysis
CENSUS,2013,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (OFF FARM),473,,473
CENSUS,2013,YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (ON FARM SURFACE),964,,964
CENSUS,2013,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (GROUND),308,,308
CENSUS,2013,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (OFF FARM),166,,166
CENSUS,2013,YEAR,,STATE,RHODE ISLAND,44,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (ON FARM SURFACE),"1,759",,1759
CENSUS,2013,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (GROUND),"18,155",,18155
CENSUS,2013,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (OFF FARM),"1,214",,1214
CENSUS,2013,YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (ON FARM SURFACE),"4,028",,4028
CENSUS,2013,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (GROUND),"1,711",,1711
CENSUS,2013,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (OFF FARM),"7,825",,7825
CENSUS,2013,YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (ON FARM SURFACE),614,,614
CENSUS,2013,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (GROUND),"3,608",,3608
CENSUS,2013,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (OFF FARM),276,,276
CENSUS,2013,YEAR,,STATE,TENNESSEE,47,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (ON FARM SURFACE),"3,912",,3912
CENSUS,2013,YEAR,,STATE,TEXAS,48,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (GROUND),"111,187",,111187
CENSUS,2013,YEAR,,STATE,TEXAS,48,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (OFF FARM),"34,805",,34805
CENSUS,2013,YEAR,,STATE,TEXAS,48,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (ON FARM SURFACE),"9,796",,9796
CENSUS,2013,YEAR,,STATE,UTAH,49,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (GROUND),"2,773",,2773
CENSUS,2013,YEAR,,STATE,UTAH,49,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (OFF FARM),"2,866",,2866
CENSUS,2013,YEAR,,STATE,UTAH,49,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (ON FARM SURFACE),264,,264
CENSUS,2013,YEAR,,STATE,VERMONT,50,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (GROUND),107,,107
CENSUS,2013,YEAR,,STATE,VERMONT,50,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (OFF FARM),55,,55
CENSUS,2013,YEAR,,STATE,VERMONT,50,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (ON FARM SURFACE),166,,166
CENSUS,2013,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (GROUND),"3,584",,3584
CENSUS,2013,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (OFF FARM),254,,254
CENSUS,2013,YEAR,,STATE,VIRGINIA,51,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (ON FARM SURFACE),"6,755",,6755
CENSUS,2013,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (GROUND),"62,870",,62870
CENSUS,2013,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (OFF FARM),"88,769",,88769
CENSUS,2013,YEAR,,STATE,WASHINGTON,53,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (ON FARM SURFACE),"26,509",,26509
CENSUS,2013,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (GROUND),336,,336
CENSUS,2013,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (OFF FARM),13,,13
CENSUS,2013,YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (ON FARM SURFACE),72,,72
CENSUS,2013,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (GROUND),"8,743",,8743
CENSUS,2013,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (OFF FARM),22,,22
CENSUS,2013,YEAR,,STATE,WISCONSIN,55,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (ON FARM SURFACE),"1,711",,1711
CENSUS,2013,YEAR,,STATE,WYOMING,56,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (GROUND),"2,388",,2388
CENSUS,2013,YEAR,,STATE,WYOMING,56,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (OFF FARM),"40,119",,40119
CENSUS,2013,YEAR,,STATE,WYOMING,56,,,,,,,0,,"CROPS, OTHER","CROPS, OTHER, IRRIGATED - ACRES HARVESTED",WATER SOURCE,WATER SOURCE: (ON FARM SURFACE),"3,653",,3653
